user_name;tweet;personal (0=no, 1=yes);tweet_proc
ogor_OG;Y'all, if u have parents that are H.B.P and are also diabetic, please pay close attention to their meals and how th… https://t.co/TOP0UrcQ8L;1;['parent', 'h', 'b', 'p', 'also', 'diabet', 'pleas', 'pay', 'close', 'attent', 'meal', 'th', 'URL']
BlogJMichelle;@McDonalds @UberEATS Yea victory to diabetes...🙅;0;['USER', 'USER', 'yea', 'victori', 'diabet']
Lexlieez;I think I have diabetes thanks to Brianna;1;['i', 'think', 'i', 'diabet', 'thank', 'brianna']
ausb0y_;I think I foreal have diabetes lol;1;['i', 'think', 'i', 'foreal', 'diabet', 'lol']
extreameeyes;Guess I have to start eating Okra.  #bloodsugar #livingclean #kcor #okra #willyoulivethedream.info https://t.co/cCl2dDDPXi;1;['guess', 'i', 'start', 'eat', 'okra', 'bloodsugar', 'livingclean', 'kcor', 'okra', 'willyoulivethedream.info', 'URL']
CityofLilburn;Do you know the symptoms of diabetes? They are more common that you'd think. https://t.co/BeHm1WuSsi… https://t.co/CejqUjt3Gb;0;['know', 'symptom', 'diabet', 'common', 'would', 'think', 'URL', 'URL']
snap_spark;@umbrellababu He was like ppl don't understand depression is medical just like how diabetes patients when they take… https://t.co/d7cNv56BbB;1;['USER', 'like', 'ppl', 'understand', 'depress', 'medic', 'like', 'diabet', 'patient', 'take', 'URL']
glow5320;Lmao only 3 ppl got a question right abt insulin and I wS one of them 💅....dawm it! Dawm it!! Dawm it!  I am fucking good 😜;1;['lmao', '3', 'ppl', 'get', 'question', 'right', 'abt', 'insulin', 'i', 'ws', 'one', 'dawm', 'dawm', 'dawm', 'i', 'fuck', 'good']
macmule;@SJConsulting_CA I'll be there,I am #diabetic Need comfort foods #love #chicken #ChickenChat;1;['USER', 'i', 'i', 'diabet', 'need', 'comfort', 'food', 'love', 'chicken', 'chickenchat']
animalethics;Since 2011 diabetes diagnoses have increased by 32% in dogs and 16% in cats https://t.co/B8HfFzYSOY https://t.co/9PG83Rp92h;0;['sinc', '2011', 'diabet', 'diagnos', 'increas', '32', 'dog', '16', 'cat', 'URL', 'URL']
OT_Sue;@MeganP_OT There were a bunch of diabetes nurses in the corridor at the hospital scaring us with sugar cubes and do… https://t.co/7HzEacOTEE;1;['USER', 'bunch', 'diabet', 'nurs', 'corridor', 'hospit', 'scar', 'us', 'sugar', 'cub', 'URL']
BreBottles;My favorite old head at my job told me she got diabetes from eating French fries and I️ Love fries at work with old… https://t.co/LC9ulhEZgi;1;['my', 'favorit', 'old', 'head', 'my', 'job', 'tell', 'me', 'get', 'diabet', 'eat', 'french', 'fri', 'i', 'love', 'fri', 'work', 'old', 'URL']
Deadpoolverine;#WorldDiabetesDay If you're a Type-2 diabetic, I have some advice for you: https://t.co/sv4T32J6c0;1;['worlddiabetesday', 'type', '2', 'diabet', 'i', 'advic', 'URL']
JonMeerdink;On #WorldDiabetesDay, let's get this thing cured so my favorite diabetic @Widbetic can stop being a cyborg with a robot pancreas.;1;['worlddiabetesday', 'let', 'us', 'get', 'thing', 'cure', 'my', 'favorit', 'diabet', 'USER', 'stop', 'cyborg', 'robot', 'pancrea']
TomBlackiston;Just seen someone describe diabetes as “something that is beautiful in its own way”. You’re joking me right? https://t.co/YQIR58cQ0U;1;['see', 'someon', 'describ', 'diabet', 'someth', 'beauti', 'way', 'joke', 'me', 'right', 'URL']
Nikhar95;@AhmedIrash1 @AhmedIrash1 I am juvenile Type 1 diabetic and I am proud of my badminton achievements.;1;['USER', 'USER', 'i', 'juvenil', 'TYPEONE', 'diabet', 'i', 'proud', 'my', 'badminton', 'achiev']
WHUFoundation;#WorldDiabetesDay | Our 150Club programme is helping to tackle diabetes in Newham. It was also recently recognised… https://t.co/Ml8L9ITvUV;0;['worlddiabetesday', '150club', 'programm', 'help', 'tackl', 'diabet', 'newham', 'also', 'recent', 'recognis', 'URL']
michaelwisniew1;@SenGillibrand These prices  have been killing us with high prices on insulin .( no mercy );1;['USER', 'price', 'kill', 'us', 'high', 'price', 'insulin', 'merci']
jpeso809;@AlisonCourses How can i help people become more aware? My 13 year old daughter passesd due to diabetes.;1;['USER', 'i', 'help', 'peopl', 'becom', 'awar', 'my', '13', 'year', 'old', 'daughter', 'passesd', 'due', 'diabet']
gerryswanson;@mousewings Luckily I take 10 pills a day and I only pay about 7 dollars a month. I am not diabetic though.;1;['USER', 'luckili', 'i', 'take', '10', 'pill', 'day', 'i', 'pay', '7', 'dollar', 'month', 'i', 'diabet', 'though']
YXXNGIJPG;@Taeyeon_Swifts you are a diabetic foot;1;['USER', 'diabet', 'foot']
rickywlmsbong;a bunch of insulin vials https://t.co/6ObGWkDJeg;1;['bunch', 'insulin', 'vial', 'URL']
MightySmiterDK;@AngryJoeShow looks like diabetes to me 😄;1;['USER', 'look', 'like', 'diabet', 'me', 'EMOT_LAUGH']
DrJFro;Marcus just took a diabetes test on his phone. Ultra impressive when you consider he's currently on court.;1;['marcus', 'take', 'diabet', 'test', 'phone', 'ultra', 'impress', 'consid', 'current', 'court']
TheRealJohnKay;Didn't you price-fix insulin??? Yeah, you suck. Go away. https://t.co/UeAAr4JNDE;1;['price-fix', 'insulin', 'yeah', 'suck', 'go', 'away', 'URL']
delreying;I hate hate hate hate having to clean up diabetic feet, the smell alone when its infected is So....ugh.;1;['i', 'hate', 'hate', 'hate', 'hate', 'clean', 'diabet', 'feet', 'smell', 'alon', 'infect', 'ugh']
JuicyJaymz;@lcsyobrn @Ethan_Booker Think it's a diabetes joke;1;['USER', 'USER', 'think', 'diabet', 'joke']
ChadThunderc0ck;@HillaryClinton How are you going to treat 100 million type 2 and pre diabetics. When the medical cost is ~14,000 p… https://t.co/UESX4kDp2D;1;['USER', 'go', 'treat', '100', 'million', 'TYPETWO', 'pre', 'diabet', 'medic', 'cost', '14,000', 'p', 'URL']
Hana_2407;I think im gonna get diabetes 😂😂😂 Too many jeongcheol is sooo bad for health.. 😌 https://t.co/TwJLHoL6RF;1;['i', 'think', 'i', 'go', 'get', 'diabet', 'EMOT_LAUGH', 'EMOT_LAUGH', 'EMOT_LAUGH', 'mani', 'jeongcheol', 'sooo', 'bad', 'health', 'URL']
GinaHesson;I tried to tell my friends at school a story about insulation but instead i kept saying insulin.. I couldn’t figure… https://t.co/bvtQOz4vZc;1;['i', 'tri', 'tell', 'my', 'friend', 'school', 'stori', 'insul', 'instead', 'i', 'keep', 'say', 'insulin', 'i', 'could', 'figur', 'URL']
DaniNicooole;Got a biometric screening at work this week, and I’m at odds with the bitch who did my finger prick.;1;['get', 'biometr', 'screen', 'work', 'week', 'i', 'odd', 'bitch', 'my', 'finger', 'prick']
ananya_tb;The Indigenous definition of diabetes- The inability to process the sweetness of life. #TheNext150 @DLSPHStudentLed https://t.co/qhD0USw7Z6;0;['indigen', 'definit', 'diabet', 'inabl', 'process', 'sweet', 'life', 'thenext', '150', 'USER', 'URL']
Bitterwhiteguy;@EJHolland247 Does that come with an insulin injection or do you have to bring your own?;1;['USER', 'come', 'insulin', 'inject', 'bring']
DisasterCoffee;@GangariTV awg geez thanks but I don't want diabetes 😊;1;['USER', 'awg', 'geez', 'thank', 'i', 'want', 'diabet', 'EMOT_SMILE']
fishupie;@fivemegos Also big small bro protecting small big bro is just way too cute im gonna go to the doc to check for diabetes;1;['USER', 'also', 'big', 'small', 'bro', 'protect', 'small', 'big', 'bro', 'way', 'cute', 'i', 'go', 'go', 'doc', 'check', 'diabet']
supkatya;I can't believe Amy is pre-diabetic;1;['i', 'cannot', 'believ', 'ami', 'pre-diabet']
MadManMo7;@_favss You’re drinking glucose 😂😂;1;['USER', 'drink', 'glucos', 'EMOT_LAUGH', 'EMOT_LAUGH']
GhostOfScottLaw;@DBO187 I genuinely don't know. Nothing stands out. Maybe Smigga's daily battle with type 7 diabetes.;1;['USER', 'i', 'genuin', 'know', 'noth', 'stand', 'mayb', 'smigga', 'daili', 'battl', 'type', '7', 'diabet']
ArgentineanDoll;"#ThatMomentWhen your finally off your gestational diabetes diet &amp; you walk into the kitchen #Cravings #IWantItAll… https://t.co/fAP3WoLvqV";1;['thatmomentwhen', 'final', 'gestat', 'diabet', 'diet', 'walk', 'kitchen', 'crave', 'iwantital', 'URL']
pippa_watson1;Feel a fraud being sent on a diabetic study day, when I’m a type 1 patient myself 🙋🏽🤦🏽‍♀️🤷🏽‍♀️;1;['feel', 'fraud', 'send', 'diabet', 'studi', 'day', 'i', 'TYPEONE', 'patient', 'myself']
Jaymo_muigai;Help your friend diabetes by suggesting him/her to a checkup and free consultation. For more enquiries call 0715168343;1;['help', 'friend', 'diabet', 'suggest', 'checkup', 'free', 'consult', 'enquiri', 'call', '07151683', '43']
LaraLunardi;@R1S4 Sounds like diabetes;0;['USER', 'sound', 'like', 'diabet']
TherealSK47;@FoodSinner_ @SweetAngel_33 So is sugar diabetes 😂 still want one though;1;['USER', 'USER', 'sugar', 'diabet', 'EMOT_LAUGH', 'still', 'want', 'one', 'though']
lifehealthfood;"A magical place where skinny goes to die, diabetes is born and cholesterol peaks at an all time high.

This is dedi… https://t.co/TV3vbjljFh";1;['magic', 'place', 'skinni', 'go', 'die', 'diabet', 'bear', 'cholesterol', 'peak', 'time', 'high', 'dedi', 'URL']
GuardianSailor;I did a thing #newblogpost #exposed #personal #health #blog  #teamfit #diabetes #ttc #pcos #pcosweightloss… https://t.co/zA3523dMua;1;['i', 'thing', 'newblogpost', 'expos', 'person', 'health', 'blog', 'teamfit', 'diabet', 'ttc', 'pcos', 'pcosweightloss', 'URL']
Todaysopinionis;"@linuxlibrarian Did you ever manage to fix your central diabetes insipidus?
If not, how do you manage it?";0;['USER', 'ever', 'manag', 'fix', 'central', 'diabet', 'insipidus', 'manag']
xoxoyonnie;as much sugar i️ put in my rice, i️ probably do got diabetes fr 💀;1;['much', 'sugar', 'i', 'put', 'my', 'rice', 'i', 'probabl', 'get', 'diabet', 'fr']
lee_nicole15;“Looking for a glucose guardian” 😂;1;['look', 'glucos', 'guardian', 'EMOT_LAUGH']
MartinRigby14;She not tho she's not going to get a fella and she'll probly end up with diabetes arthritis an all kids of bad heal… https://t.co/Ts3U7JDHJo;1;['tho', 'go', 'get', 'fella', 'probli', 'end', 'diabet', 'arthriti', 'kid', 'bad', 'heal', 'URL']
theboiled;Early and late onset diabetes. #LethalWeapon #TV;0;['earli', 'late', 'onset', 'diabet', 'lethalweapon', 'tv']
LeahNTorres;"Requiring a ""medical reason"" for insurance coverage of contraception is the same as asking for a ""medical reason"" for insulin coverage.
Stop";0;['requir', 'medic', 'reason', 'insur', 'coverag', 'contracept', 'ask', 'medic', 'reason', 'insulin', 'coverag', 'stop']
AyeeNenaa;"""Lemme be your sugar daddy.""

First of all, I'm diabetic.";1;['lemm', 'sugar', 'daddi', 'first', 'i', 'diabet']
Cassiejdykstra;I️ literally think I️ ate diabetes for breakfast today;1;['i', 'liter', 'think', 'i', 'eat', 'diabet', 'breakfast', 'today']
Heaven506;"@2TRILLION @GetUpErica 🤣🤣🤣🤣 tht prayer tho... insulin needle size legs tho 🤣🤣🤣🤣
I'm so out done with yall";1;['USER', 'USER', 'EMOT_LAUGH', 'EMOT_LAUGH', 'EMOT_LAUGH', 'tht', 'prayer', 'tho', 'insulin', 'needl', 'size', 'leg', 'tho', 'EMOT_LAUGH', 'EMOT_LAUGH', 'EMOT_LAUGH', 'i', 'do']
atomicdickdick;Suck my diabetes out girl :);1;['suck', 'my', 'diabet', 'girl', 'EMOT_SMILE']
NobodyExpects13;@FakeSportsCentr Excuse me... you failed to mention diabetes.;0;['USER', 'excus', 'me', 'fail', 'mention', 'diabet']
ChakraKWAM;Ima start eating healthier cuz that diabetes creeps up in the black community like crazy;1;['i', 'go', 'start', 'eat', 'healthier', 'cuz', 'diabet', 'creep', 'black', 'communiti', 'like', 'crazi']
hopefulgrad;@Afrodesiac_ How diabetes develops, something you learn in basic physio/biochem. That's just an example. So vegans… https://t.co/AvFrw72S4x;1;['USER', 'diabet', 'develop', 'someth', 'learn', 'basic', 'physio', 'biochem', 'exampl', 'vegan', 'URL']
OneManAuschwitz;"@PunishedDoggo i step back in shock
my type 2 diabetes makes me pass out";1;['USER', 'i', 'step', 'back', 'shock', 'my', 'TYPETWO', 'diabet', 'make', 'me', 'pass']
veronibraaah;"&amp; fasting the second day of my 🛑 may not have been my brightest idea. But I need my glucose levels to drop 🤷🏻‍♀️🤦🏻‍♀️";1;['fast', 'second', 'day', 'my', 'may', 'my', 'brightest', 'idea', 'i', 'need', 'my', 'glucos', 'level', 'drop']
stabxme;Wait so are you actually a type 1 diabetic or just insensitive towards those living day to day with chronic illness… https://t.co/xzVzqHsV07;1;['wait', 'actual', 'TYPEONE', 'diabet', 'insensit', 'toward', 'live', 'day', 'day', 'chronic', 'ill', 'URL']
AfricaPressA;Let not diabetes ruin your life, take action https://t.co/hgYuHU9096;0;['let', 'diabet', 'ruin', 'life', 'take', 'action', 'URL']
moaningarts;Looking for a glucose guardian that would help me pay my debts thanks;1;['look', 'glucos', 'guardian', 'would', 'help', 'me', 'pay', 'my', 'debt', 'thank']
roryhillan;@KieranWalker17 Got diabetes;1;['USER', 'get', 'diabet']
UntilTheNextTee;Well... this is a first. I haven't had any insulin today. Tested my sugar just now. 4.2 — feeling fantastic;1;['well', 'first', 'i', 'insulin', 'today', 'test', 'my', 'sugar', '4.2', 'feel', 'fantast']
Debo_tbf;@The_DOLAPO It’s the sweet taste of diabetes;1;['USER', 'sweet', 'tast', 'diabet']
kj03_kieran;thank god I didn't go trick or treating this year or I may have gotten diabetes with all the other junk food I eat;1;['thank', 'god', 'i', 'go', 'trick', 'treat', 'year', 'i', 'may', 'get', 'diabet', 'junk', 'food', 'i', 'eat']
GerDooDally;@Icelandair Just heard that my friend is in a long queue at Rreykjavik. Her flight to LGW cancelled due to bad weather. She is diabetic.;1;['USER', 'hear', 'my', 'friend', 'long', 'queue', 'rreykjavik', 'flight', 'lgw', 'cancel', 'due', 'bad', 'weather', 'diabet']
DrJoseLColon;"Pregnant women who don’t get enough sleep may be at higher risk for gestational diabetes
https://t.co/WfGo57bwiP";0;['pregnant', 'women', 'get', 'enough', 'sleep', 'may', 'higher', 'risk', 'gestat', 'diabet', 'URL']
heolbaejin;Wah i regret buying it in grande size sia fml i add so much sugar any more would be diabetes;1;['wah', 'i', 'regret', 'buy', 'grand', 'size', 'sia', 'fml', 'i', 'add', 'much', 'sugar', 'would', 'diabet']
quinnpilon;Type 1 diabetes supplies costing hundreds of $ a month to keep my son alive. #type1strong #type1mom #findacure… https://t.co/aOPJDwLXFG;1;['TYPEONE', 'diabet', 'suppli', 'cost', 'hundr', 'month', 'keep', 'my', 'son', 'aliv', 'typeonestrong', 'typeonemom', 'findacur', 'URL']
LauraIRoesch;@realDonaldTrump what's the timeline on this healthcare reform? My sisters insurance for her baby that has diabetes is doubling next month.;1;['USER', 'timelin', 'healthcar', 'reform', 'my', 'sister', 'insur', 'babi', 'diabet', 'doubl', 'next', 'month']
pauladuffin;Being overweight can be a cause of type 2 diabetes because a build up of fat can stop insulin doing its job... https://t.co/qS74Tw23Kw;0;['overweight', 'TYPETWO', 'diabet', 'build', 'fat', 'stop', 'insulin', 'job', 'URL']
nomek;Well it's official. I have now been diagnosed with type 2 diabetes. I guess some lifestyle changes are in order 😶;1;['well', 'offici', 'i', 'diagnos', 'TYPETWO', 'diabet', 'i', 'guess', 'lifestyl', 'chang', 'order']
cybermoms;Reprioritizing life: a conceptual model of how women with type 1 diabetes deal with main concerns in early… https://t.co/F3bMh4B9QK;0;['repriorit', 'life', 'conceptu', 'model', 'women', 'TYPEONE', 'diabet', 'deal', 'main', 'concern', 'earli', 'URL']
beyvante;i'm a hypochondriac but this time i'm sure i have sjogrens syndrome or diabetes... but i hate going to the doctor s… https://t.co/rEJv3t6tsE;1;['i', 'hypochondriac', 'time', 'i', 'sure', 'i', 'sjogren', 'syndrom', 'diabet', 'i', 'hate', 'go', 'doctor', 'URL']
idiscountscode;"Got Cold Feet?  Warm up in our NEW thermal diabetic socks.
Free ShippingHandling and free gi...… https://t.co/WmJGKD9nAz";0;['get', 'cold', 'feet', 'warm', 'new', 'thermal', 'diabet', 'sock', 'free', 'shippinghandl', 'free', 'gi', 'URL']
kazgzlz;I could never be diabetic because I hate pricking myself with the needles.;1;['i', 'could', 'never', 'diabet', 'i', 'hate', 'prick', 'myself', 'needl']
erindonah0e;@mahaffey_hanna missed you so much in AP bio, but have a great and take pictures to show us!!!! (btw, only glucose… https://t.co/M37gPmfxYF;1;['USER', 'miss', 'much', 'ap', 'bio', 'great', 'take', 'pictur', 'show', 'us', 'btw', 'glucos', 'URL']
j_hillxx;"one day I am going to wake up a big fat blob with diabetes &amp; won’t be able to get oot my bed/make it to work with the amount I eat";1;['one', 'day', 'i', 'go', 'wake', 'big', 'fat', 'blob', 'diabet', 'abl', 'get', 'oot', 'my', 'bed', 'make', 'work', 'amount', 'i', 'eat']
udontnoboutandy;@kangaroojess Yeah lemme get you a FREE shot of insulin w that;1;['USER', 'yeah', 'lemm', 'get', 'free', 'shoot', 'insulin', 'w']
fws2896;@sithiaditu I like that idea! I didn't even know it was diabetes awareness month.;1;['USER', 'i', 'like', 'idea', 'i', 'even', 'know', 'diabet', 'awar', 'month']
Tyler__Root;@nervousbanana a Type 1 diabetic burned a hole in that book 😞;1;['USER', 'TYPEONE', 'diabet', 'burn', 'hole', 'book']
myneverrland;Hi, I am a 17-year-old girl with the hijab. Also a photographer, polyglot, blogger, diabetic teen and a future surgeon. 🌸 #YourAverageMuslim;1;['hi', 'i', '17', 'year-old', 'girl', 'hijab', 'also', 'photograph', 'polyglot', 'blogger', 'diabet', 'teen', 'futur', 'surgeon', 'youraveragemuslim']
kmanion00;"Mom: katie, you know you have diabetes right
Me: um yes
Mom: good- it's diabetes awareness month and I'm just making sure you're aware";1;['mom', 'kati', 'know', 'diabet', 'right', 'me', 'um', 'yes', 'mom', 'good', 'diabet', 'awar', 'month', 'i', 'make', 'sure', 'awar']
COWPOTERADIO;If you care speculation Sports will be a little late I am at the doctor for my diabetes it's up a little and she's pissed go Dallas Cowboys;1;['care', 'specul', 'sport', 'littl', 'late', 'i', 'doctor', 'my', 'diabet', 'littl', 'piss', 'go', 'dalla', 'cowboy']
Monica_alv23;You’re too sweet and I’m a diabetic;1;['sweet', 'i', 'diabet']
puspamani;@DiabetesSecret If Oral insulin would have worked! :);1;['USER', 'oral', 'insulin', 'would', 'work', 'EMOT_SMILE']
justiceenicolee;@catslutt do you even know what a glucose guardian is?????????;1;['USER', 'even', 'know', 'glucos', 'guardian']
__Humphrey__;I need a shot of insulin to handle this Mocha from Dublin Donuts. It’s like 98% Chocolate syrup.;1;['i', 'need', 'shoot', 'insulin', 'handl', 'mocha', 'dublin', 'donut', 'like', '98', 'chocol', 'syrup']
dressagethejump;@chestnut_addict And insulin, if you're diabetic and stop taking it you *gasp* may DIE, but that's it and all! 🙄;1;['USER', 'insulin', 'diabet', 'stop', 'take', 'gasp', 'may', 'die']
Diabeto23;Being a @NYRangers fan is infinitely worse than being a diabetic;1;['USER', 'fan', 'infinit', 'wors', 'diabet']
MariaSkarlatou;No kids showed up for trick or treating so I guess we'll have to eat all those sweets by ourselves...🤔 Howdy diabetes🖖;1;['kid', 'show', 'trick', 'treat', 'i', 'guess', 'eat', 'sweet', 'diabet']
Michael_Sellars;I hope more trick or treaters come, or I'm going to be diabetic by dawn.;1;['i', 'hope', 'trick', 'treater', 'come', 'i', 'go', 'diabet', 'dawn']
moistpeacock;jokes about getting diabetes are too far- it’s not a nice and funny disease.;1;['joke', 'get', 'diabet', 'far', 'nice', 'funni', 'diseas']
Am_mut;@jtkantor It’s better then to have to worry if your stuff is gluten, nut, glucose, sugar, soy, etc free.;1;['USER', 'better', 'worri', 'stuff', 'gluten', 'nut', 'glucos', 'sugar', 'soy', 'etc', 'free']
GlitchMaster2tw;@King_Boo21 Just because people eat candy doesn't mean they automatically get diabetes;1;['USER', 'peopl', 'eat', 'candi', 'mean', 'automat', 'get', 'diabet']
moiraeve1;@CJ_FightPD OK! I'll be standing by with your insulin shock medicine.;1;['USER', 'ok', 'i', 'stand', 'insulin', 'shock', 'medicin']
ThePosieParker;@sueperkins @jaibee007 I possibly killed someone but I'm also diabetic.;1;['USER', 'USER', 'i', 'possibl', 'kill', 'someon', 'i', 'also', 'diabet']
_C_B_3_;@Aridude1 Lmao wouldn’t say I’m a fan of diabetes but you don’t see me boycotting bakery’s around the country;1;['USER', 'lmao', 'would', 'say', 'i', 'fan', 'diabet', 'see', 'me', 'boycott', 'bakeri', 'around', 'countri']
BeeYouTiful;All dat sweet pwussy got rich diabetes tripping lol #LHHNY;1;['dat', 'sweet', 'pwussi', 'get', 'rich', 'diabet', 'trip', 'lol', 'lhhni']
evelynparham;@Mitch_M When I read it, I was thinking that it wouldn't be a good thing for a diabetic.;1;['USER', 'i', 'read', 'i', 'think', 'would', 'good', 'thing', 'diabet']
jaycobr15;You're basically asking for diabetes with all this shit https://t.co/XOaUDwNNuF;1;['basic', 'ask', 'diabet', 'shit', 'URL']
mikepowell2;@ChronicRights I have diabetes type 2, end stage kidney failure, diabetic blindness in left eye, and I’m a double a… https://t.co/PcO8eDgRRk;1;['USER', 'i', 'diabet', 'TYPETWO', 'end', 'stage', 'kidney', 'failur', 'diabet', 'blind', 'leav', 'eye', 'i', 'doubl', 'URL']
ThruTheBridle;If I see anymore family photos and wonderful news Tweets from Navarro Stables I’ll get increased risk of diabetes...;1;['i', 'see', 'anymor', 'famili', 'photo', 'wonder', 'news', 'tweet', 'navarro', 'stabl', 'i', 'get', 'increas', 'risk', 'diabet']
marissssa118;Maybe he has diabetes;1;['mayb', 'diabet']
OrnelasStephen;If my sweet tea is not diabetes in a cup I don’t want it;1;['my', 'sweet', 'tea', 'diabet', 'cup', 'i', 'want']
AqilMuqashim;@The_RoDraws A photo of you two would give me diabetes;1;['USER', 'photo', 'two', 'would', 'give', 'me', 'diabet']
ChrisColt10;When a diabetic stops by your booth and shares her Keto testimony 😳;1;['diabet', 'stop', 'booth', 'share', 'keto', 'testimoni', 'EMOT_SURPRISED']
ShrikantDhage01;"Sign this petition &amp; support to check the price of Glucose strips.. will be a great help for diabetic patients..
https://t.co/y3yy3H1iel";1;['sign', 'petit', 'support', 'check', 'price', 'glucos', 'strip', 'great', 'help', 'diabet', 'patient', 'URL']
RagingPenance;Maybe insulin was her safe word that meant she needed Facebook memes before going to jail. #LivePD https://t.co/8c4mzTWU1l;1;['mayb', 'insulin', 'safe', 'word', 'mean', 'need', 'facebook', 'meme', 'go', 'jail', 'livepd', 'URL']
ohbusiness;@steves_d @TheWeirdWorld You don't automatically get diabetes just from being out of shape. The body posi thing is… https://t.co/JdWJYPnudl;1;['USER', 'USER', 'automat', 'get', 'diabet', 'shape', 'bodi', 'posi', 'thing', 'URL']
ytxkimberly;“i still have my makeup on, im gonna get diabetes”;1;['i', 'still', 'my', 'makeup', 'i', 'go', 'get', 'diabet']
MilkyMia_;"@Babyy_x0 No we not 😂😂😂😂 they don’t really grow. They just get fat &amp; we gotta make sure he get enough exercise cause he can get diabetes";1;['USER', 'EMOT_LAUGH', 'EMOT_LAUGH', 'EMOT_LAUGH', 'realli', 'grow', 'get', 'fat', 'get', 'make', 'sure', 'get', 'enough', 'exercis', 'get', 'diabet']
HomoPictor;@wtaylorpayne4 @Realjmannarino @realDonaldTrump @TheLeeGreenwood Count Chocula forgot his insulin and needs help.;1;['USER', 'USER', 'USER', 'USER', 'count', 'chocula', 'forget', 'insulin', 'need', 'help']
illegal_greek;@hanjismith give him so much sugar he'll get diabetes;1;['USER', 'give', 'much', 'sugar', 'get', 'diabet']
phoebejeebies_;MOTHER NATURE why you always freezing these poor little babes out on Halloween they’re just tryna get diabetes let them LIVE;1;['mother', 'natur', 'alway', 'freez', 'poor', 'littl', 'babe', 'halloween', 'tryna', 'get', 'diabet', 'let', 'live']
heidilouu;Jay shut the fuck up you have diabetes and look like pedrs ugly brother you trez monster;1;['jay', 'shut', 'fuck', 'diabet', 'look', 'like', 'pedr', 'ugli', 'brother', 'trez', 'monster']
dethstaur;shit i just ordered so many donuts and 2 very sweet drinks. im ready for the diabetes;1;['shit', 'i', 'order', 'mani', 'donut', '2', 'sweet', 'drink', 'i', 'readi', 'diabet']
amplatzs;@ShefVaidya Too much 'free' sugar - any of you guys diabetic?;1;['USER', 'much', 'free', 'sugar', 'guy', 'diabet']
cay35_;Checkers ice taste like a cup of diabetes;1;['checker', 'ice', 'tast', 'like', 'cup', 'diabet']
JennieStencel;"Tears...so happy for my daughter.
First acceptance letter/scholarship! She works hard. Manages her Type 1 like a beast! #type1diabetes";1;['tear', 'happi', 'my', 'daughter', 'first', 'accept', 'letter', 'scholarship', 'work', 'hard', 'manag', 'TYPEONE', 'like', 'beast', 'TYPEONE']
compapwee;I'm not watching the game no more not even a dodger fan an im getting diabetes watching this game lol fucken short… https://t.co/jkEhhxiyTO;1;['i', 'watch', 'game', 'even', 'dodger', 'fan', 'i', 'get', 'diabet', 'watch', 'game', 'lol', 'fucken', 'short', 'URL']
amyysmiles;I’ve eaten so much chocolate that I think I have diabetes;1;['i', 'eat', 'much', 'chocol', 'i', 'think', 'i', 'diabet']
thearbitraryliz;found a sick over the shoulder AARP bag at my papas. realizing its prob for a nebulizer/insulin. its carrying a miranda july book/iPhone 7;1;['find', 'sick', 'shoulder', 'aarp', 'bag', 'my', 'papa', 'realiz', 'prob', 'nebul', 'insulin', 'carri', 'miranda', 'juli', 'book', 'iphon', '7']
NinetSanchez;I put so much salt on my pomegranate , my diabetes finna kick in .;1;['i', 'put', 'much', 'salt', 'my', 'pomegran', 'my', 'diabet', 'finna', 'kick']
buygrimemusic;@Blay_Vision Yup potentially fatal. Cant process some chemical and makes them make too much insulin or something;1;['USER', 'yup', 'potenti', 'fatal', 'cannot', 'process', 'chemic', 'make', 'make', 'much', 'insulin', 'someth']
rxeofsun;im gonna need @Starbucks to provide more sugar free flavors for people with diabetes pls thanks;1;['i', 'go', 'need', 'USER', 'provid', 'sugar', 'free', 'flavor', 'peopl', 'diabet', 'pls', 'thank']
Mega_Eleni;Headache is killing me damn and my diabetes went down really fast — feeling sick;1;['headach', 'kill', 'me', 'damn', 'my', 'diabet', 'go', 'realli', 'fast', 'feel', 'sick']
issaroseee;Idc what anyone say that glucose pregnancy test crap that you got to drink is NASTY ASF my son didn't wanna keep it down 🤢#pregnancyproblems;1;['idc', 'anyon', 'say', 'glucos', 'pregnanc', 'test', 'crap', 'get', 'drink', 'nasti', 'asf', 'my', 'son', 'wanna', 'keep', 'pregnancyproblem']
gwynethpaltrose;i want a bub t-shirt someone be my glucose guardian;1;['i', 'want', 'bub', 't-shirt', 'someon', 'my', 'glucos', 'guardian']
zouiesgrammy;What is creepy homeboy up to pouring the insulin down the sink;1;['creepi', 'homeboy', 'pour', 'insulin', 'sink']
GatDms;@9GAG My 14 years old diabetic cat, Yoshi. He looks like a pervert like that 😂 https://t.co/EPAqSRUffG;1;['USER', 'my', '14', 'year', 'old', 'diabet', 'cat', 'yoshi', 'look', 'like', 'pervert', 'like', 'EMOT_LAUGH', 'URL']
Cassy_Arroyo;I was told if I wasnt diabetic that I wouldnt get any candy, since I was too old. Who tf tells a kid that? I was 13. #TrickorTreatExpericenc;1;['i', 'tell', 'i', 'diabet', 'i', 'would', 'get', 'candi', 'sinc', 'i', 'old', 'tf', 'tell', 'kid', 'i', '13', 'trickortreatexpericenc']
bgregs2k13;@GisburneMaryAnn @Stonekettle They told me diabetes, but that WAS a decade ago, so I might be remembering it incorrectly.;1;['USER', 'USER', 'tell', 'me', 'diabet', 'decad', 'ago', 'i', 'might', 'rememb', 'incorrect']
